# SYNTHETIC ambient-noise recording (site A, f0 = 2.5 Hz) — QuakeLogic HVSR Studio example, NOT field data
# model: 1-DOF resonant amplification, f0 = 2.5 Hz, A0 = 5.00, damping = 0.1021
# sample_rate = 100 Hz, start = 2025-01-01T00:00:00.000000Z, units = counts
time_s	north	east	vertical
1026.68	-65.0402	-91.0800	74.2001
1026.69	-68.8232	-89.9131	57.6605
1026.70	-76.0009	-82.8764	-52.3291
1026.71	-82.3888	-67.2474	-4.3858
1026.72	-86.0246	-62.9890	29.6389
1026.73	-89.3823	-60.0281	-0.4740
1026.74	-89.5800	-48.7029	55.6649
1026.75	-83.5677	-35.5779	-31.2526
1026.76	-73.5168	-24.7288	-106.8602
1026.77	-61.9757	-12.7146	202.5234
1026.78	-47.9645	-3.0239	-186.6573
1026.79	-32.3449	6.8051	-157.4116
1026.80	-21.9368	22.7693	-35.1050
1026.81	-4.8771	36.3865	98.4906
1026.82	14.0533	44.7123	1.0839
1026.83	25.0756	48.3074	155.4718
1026.84	36.3983	46.9047	34.2735
1026.85	50.0519	47.6577	4.5276
1026.86	63.5482	48.7212	-66.1535
1026.87	69.5671	48.1027	37.6699
1026.88	66.5180	52.1189	-3.3519
1026.89	66.8664	47.2937	62.7246
1026.90	66.3252	36.6160	-144.3001
1026.91	70.4623	30.5580	165.1627
1026.92	67.9573	15.4393	221.4694
1026.93	59.7093	3.2052	-111.3802
1026.94	52.9334	-17.9034	13.3234
1026.95	47.6008	-32.3522	24.5756
1026.96	36.0028	-40.5849	-80.9076
1026.97	21.6945	-54.3656	70.6084
1026.98	5.9070	-62.6021	-72.3207
1026.99	-11.5279	-75.4801	-110.5662
1027.00	-26.7312	-82.4806	-98.2017
1027.01	-41.5159	-90.6759	102.3518
1027.02	-51.3748	-96.6502	-7.3059
1027.03	-66.0565	-89.4623	84.9181
1027.04	-82.7803	-89.4540	-7.5696
1027.05	-102.7440	-83.1057	7.4868
1027.06	-113.9224	-78.1751	102.8411
1027.07	-122.9239	-73.7159	111.6710
1027.08	-127.5531	-64.6405	54.4883
1027.09	-131.5197	-62.2599	33.6439
1027.10	-130.3389	-63.2524	117.5997
1027.11	-128.0296	-62.8161	56.0316
1027.12	-120.9370	-57.0134	-172.6633
1027.13	-117.7042	-50.2190	-63.7656
1027.14	-117.9183	-44.1639	-164.0002
1027.15	-108.2739	-34.9219	255.8648
1027.16	-92.7949	-25.0636	-135.9739
1027.17	-76.1564	-12.5941	171.8763
1027.18	-49.1079	-0.9618	-6.5030
1027.19	-24.4486	7.2199	39.1880
1027.20	-12.5755	16.2866	79.9451
1027.21	-4.4710	24.1391	-18.7834
1027.22	3.6689	28.6657	-63.7957
1027.23	12.9625	39.2467	-10.4369
1027.24	26.3347	55.9163	44.9835
1027.25	32.2941	69.5044	-162.9631
1027.26	43.5113	86.3171	109.4317
1027.27	52.2151	97.6177	-38.0481
1027.28	57.5958	104.5303	-85.0627
1027.29	49.5777	113.7242	105.1185
1027.30	33.8871	113.0458	61.5723
1027.31	20.6711	109.3278	-100.2387
1027.32	5.9763	95.5277	-178.1519
1027.33	-4.1518	88.1007	-39.8898
1027.34	-13.1176	79.5809	122.6864
1027.35	-25.1646	62.2705	-32.5037
1027.36	-39.8113	40.9135	-134.4657
1027.37	-51.3190	20.2166	17.6189
1027.38	-64.7694	1.8278	45.3583
1027.39	-80.9468	-14.9044	-42.9235
1027.40	-85.2334	-30.4784	8.2114
1027.41	-88.8906	-44.1265	-78.7876
1027.42	-89.8131	-57.4538	139.0801
1027.43	-90.0894	-70.1794	-46.4969
1027.44	-82.2569	-83.0552	-78.6476
1027.45	-74.5020	-94.6928	9.3848
1027.46	-65.2404	-94.9533	-31.7182
1027.47	-62.1006	-98.2999	-91.4713
1027.48	-55.1287	-105.2909	59.4235
1027.49	-43.0402	-109.9546	-46.8057
1027.50	-30.0933	-114.2041	16.0425
1027.51	-18.9028	-111.4007	-49.4568
1027.52	-8.2389	-113.7414	-8.7435
1027.53	6.1851	-107.7255	91.0417
1027.54	16.1136	-98.1566	-68.8177
1027.55	30.5757	-92.7652	-65.7954
1027.56	36.8775	-88.6362	37.2065
1027.57	45.1337	-84.0284	-79.0675
1027.58	53.9696	-71.2303	-28.7190
1027.59	63.6668	-52.4876	22.9127
1027.60	73.5415	-36.1127	154.2134
1027.61	87.5219	-17.6169	-134.3951
1027.62	97.9556	-4.9697	-1.8203
1027.63	101.5201	2.4648	-145.5859
1027.64	95.0425	13.3313	-69.8566
1027.65	80.7831	22.7563	-102.8224
1027.66	70.6790	35.0727	-50.3265
1027.67	58.8288	38.6546	-90.1592
1027.68	41.8867	45.5404	7.3323
1027.69	29.9701	51.3691	-119.8106
1027.70	21.0577	54.9875	-246.7639
1027.71	7.4747	56.0358	103.8426
1027.72	-4.2936	49.1199	49.1049
1027.73	-10.6871	45.8337	43.3925
1027.74	-16.4153	46.7269	-112.3615
1027.75	-24.8548	38.9103	-100.5191
1027.76	-32.6599	31.1888	-105.2416
1027.77	-37.5378	20.5669	-10.7442
1027.78	-40.5110	10.7711	-69.1547
1027.79	-37.4802	-0.9781	-41.2741
1027.80	-33.1552	-9.5279	-170.8956
1027.81	-32.9024	-16.0218	49.3526
1027.82	-31.0633	-20.6612	0.5746
1027.83	-30.5127	-32.3003	9.7494
1027.84	-29.5414	-36.3229	80.1018
1027.85	-30.7683	-37.1053	-75.1516
1027.86	-30.2137	-38.0342	124.5270
1027.87	-25.0825	-40.9209	-12.0914
1027.88	-19.7966	-41.6198	51.3453
1027.89	-15.9678	-45.0391	58.0630
1027.90	-13.1833	-45.2899	72.6575
1027.91	-12.6733	-48.3497	107.4059
1027.92	-13.3594	-52.1688	-11.0927
1027.93	-12.3323	-52.2709	101.9393
1027.94	-7.8106	-44.4086	-32.1105
1027.95	-1.2953	-37.1719	-3.1540
1027.96	5.7973	-31.0854	47.9857
1027.97	9.2335	-20.9489	-104.2786
1027.98	15.1628	-13.8935	-22.1097
1027.99	15.2927	-6.2411	-144.1600
1028.00	16.8725	1.9368	-152.5286
1028.01	13.3844	11.7963	111.7340
1028.02	14.9284	24.3904	-36.0959
1028.03	10.8512	31.5251	30.4529
1028.04	1.4090	31.6442	154.9740
1028.05	-0.7330	31.2649	102.7093
1028.06	-3.1789	32.6330	-34.7484
1028.07	-1.0768	34.1723	60.0358
1028.08	-1.5145	33.7425	-34.8169
1028.09	-6.9717	29.7575	24.4263
1028.10	-5.9722	26.0984	-85.4350
1028.11	1.6429	25.8587	65.0121
1028.12	8.2938	24.8904	-47.2509
1028.13	17.9369	31.0671	63.9517
1028.14	27.9730	28.7604	-7.1560
1028.15	38.9651	28.1158	133.0725
1028.16	47.3330	24.5699	-29.5751
1028.17	54.2859	23.1748	-84.9199
1028.18	65.7410	24.1756	203.4031
1028.19	68.4295	22.1270	-26.4965
1028.20	78.2525	24.6227	-38.3732
1028.21	82.3423	23.5355	-193.2739
1028.22	88.5095	26.3907	-58.0005
1028.23	87.1299	29.7096	-32.8932
1028.24	80.5861	35.7243	234.0331
1028.25	74.3123	33.5035	69.4088
1028.26	69.7438	31.3974	-89.7784
1028.27	65.2034	32.4307	77.6730
1028.28	57.2270	29.8528	-16.8512
1028.29	47.1726	28.4590	205.5572
1028.30	38.3751	25.0540	-158.7249
1028.31	28.7395	19.2817	-239.1090
1028.32	17.1392	10.8727	-172.8083
1028.33	11.7649	4.9822	-27.1771
1028.34	4.4704	-1.0893	136.1599
1028.35	-0.5437	-4.3429	-98.8207
1028.36	-6.3586	-11.1370	-26.2129
1028.37	-10.3243	-14.0876	60.0372
1028.38	-12.6074	-25.3574	-36.8453
1028.39	-15.7736	-34.1400	37.1830
1028.40	-16.0775	-43.1797	-119.5225
1028.41	-14.5241	-47.9407	71.6854
1028.42	-19.5610	-50.3211	-70.2187
1028.43	-26.2321	-52.3210	-41.7889
1028.44	-37.7370	-50.4165	-122.6790
1028.45	-42.9511	-50.8287	-101.7221
1028.46	-40.0223	-47.1311	-51.1176
1028.47	-37.7403	-44.9436	28.4139
1028.48	-33.2836	-39.2457	-67.7619
1028.49	-34.7032	-29.7913	-144.1519
1028.50	-33.6569	-19.4798	139.3659
1028.51	-29.3742	-5.4742	13.8687
1028.52	-20.6534	5.8580	-183.3818
1028.53	-10.6204	12.3988	99.8804
1028.54	0.6161	10.9121	-8.5167
1028.55	15.8575	13.7572	183.0908
1028.56	30.2158	14.2708	-53.5152
1028.57	42.9504	10.0796	4.9426
1028.58	50.1165	8.7172	109.4107
1028.59	56.8200	12.1056	73.1460
1028.60	59.0188	12.5164	-172.0385
1028.61	64.4291	14.4563	-75.1800
1028.62	68.1051	10.7016	-82.5822
1028.63	73.3450	11.9406	57.8221
1028.64	69.9620	12.8553	-65.8029
1028.65	61.8855	14.2355	98.9673
1028.66	52.8666	11.1646	-120.0241
1028.67	46.7987	12.9247	-100.5416
1028.68	44.0963	10.0262	-4.2796
1028.69	32.3149	1.0250	-55.7848
1028.70	20.3322	-0.5979	-45.6943
1028.71	4.3238	-3.8848	-3.3879
1028.72	-10.6278	-11.9762	151.6201
1028.73	-31.0679	-20.0698	68.7007
1028.74	-45.0676	-23.7388	135.7185
1028.75	-57.0929	-31.1625	195.7952
1028.76	-64.8548	-40.0728	30.1843
1028.77	-68.5044	-43.8156	-146.9538
1028.78	-69.0500	-37.2994	-97.0848
1028.79	-67.3638	-33.4155	79.9118
1028.80	-68.5599	-28.2572	126.4541
1028.81	-66.1352	-17.5252	-40.8335
1028.82	-61.9514	-11.6393	-43.1797
1028.83	-56.0680	-6.5043	-18.0248
1028.84	-50.7067	5.9419	-106.4466
1028.85	-42.3025	19.9970	-60.8797
1028.86	-28.6574	26.1564	174.2714
1028.87	-18.0662	36.6993	-154.2653
1028.88	-6.6787	47.9601	-105.0181
1028.89	3.8085	63.4351	104.3853
1028.90	12.7804	73.6218	127.0357
1028.91	18.2791	71.2625	136.7744
1028.92	17.6769	63.7970	-55.1805
1028.93	22.2807	60.3968	-79.2229
1028.94	33.3358	51.2150	49.1721
1028.95	44.8861	44.3756	18.3779
1028.96	50.2047	35.0080	105.9592
1028.97	47.6361	14.5260	-148.9734
1028.98	48.4175	0.7855	-70.8479
1028.99	43.0562	-11.9931	-38.2597
1029.00	41.3951	-25.0420	-294.2152
1029.01	37.3552	-36.7040	-74.7280
1029.02	30.7511	-50.4453	-34.7699
1029.03	21.6698	-60.0259	-93.1802
1029.04	13.2586	-68.0462	-94.9864
1029.05	10.1464	-67.4109	-12.4826
1029.06	4.6789	-67.6114	224.8586
1029.07	1.3690	-62.0558	-56.3462
1029.08	-12.0665	-56.6172	38.5656
1029.09	-17.8355	-50.2215	23.6668
1029.10	-21.0456	-43.1047	145.0273
1029.11	-27.6060	-35.6412	-22.4743
1029.12	-29.2232	-24.9506	179.9637
1029.13	-26.7420	-11.2836	185.9157
1029.14	-27.4949	-1.9593	-98.9606
1029.15	-30.7636	10.1385	-184.8366
1029.16	-26.9240	22.1532	-46.8521
1029.17	-20.1800	31.7431	-66.9538
1029.18	-15.3498	45.3013	1.6077
1029.19	-11.3429	59.3725	33.2680
1029.20	-7.6947	74.5331	22.6466
1029.21	-4.1611	89.0915	-29.7420
1029.22	-0.7657	98.7445	24.4883
1029.23	2.2401	109.7837	36.1108
1029.24	3.7355	113.9995	62.8193
1029.25	4.7849	108.5964	-207.5551
1029.26	4.2741	103.1626	-53.5762
1029.27	5.1256	96.4484	66.1661
1029.28	3.4710	90.3671	-14.5406
1029.29	-3.3187	82.9595	-30.6928
1029.30	-8.5553	74.5283	19.2731
1029.31	-7.0118	64.3747	-46.9577
1029.32	-8.8321	58.5439	33.8387
1029.33	-17.4427	46.8014	154.5485
1029.34	-21.1177	35.2066	39.7149
1029.35	-19.7859	23.4475	-101.7951
1029.36	-16.0027	13.3309	-168.8560
1029.37	-15.2570	7.5296	16.4833
1029.38	-8.3147	-3.1610	19.6770
1029.39	-7.1198	-16.5465	-98.4501
1029.40	-1.4341	-27.4992	-0.2485
1029.41	6.5735	-32.2868	-24.8000
1029.42	6.5170	-35.1634	-34.8231
1029.43	8.6511	-36.9787	-213.4802
1029.44	6.2179	-39.3098	41.2286
1029.45	-2.9118	-41.8978	-29.8482
1029.46	-6.5884	-51.3236	66.6599
1029.47	-12.3725	-60.2756	54.4987
1029.48	-17.4934	-70.6114	-52.3978
1029.49	-24.0462	-77.3511	122.9458
1029.50	-30.2536	-80.5571	121.0242
1029.51	-30.3949	-83.8549	5.2233
1029.52	-35.9283	-89.2705	-29.7717
1029.53	-38.3391	-86.0136	209.7375
1029.54	-34.3210	-79.4038	37.6717
1029.55	-35.3530	-71.1829	136.0316
1029.56	-31.0954	-58.5423	7.9541
1029.57	-28.0459	-52.4842	-34.6779
1029.58	-20.6319	-38.2811	-107.6778
1029.59	-15.2465	-16.6475	-123.1613
1029.60	-12.0325	-1.0148	8.8626
1029.61	-4.3665	16.2995	-105.8393
1029.62	-2.6705	33.7645	-99.1200
1029.63	1.0086	59.0454	134.4812
1029.64	10.4438	75.6902	-41.4037
1029.65	16.9337	86.2343	68.1342
1029.66	18.5051	90.6895	174.9619
1029.67	26.6993	100.6071	-66.3568
1029.68	33.4524	105.8458	-139.8874
1029.69	36.1653	104.3558	60.8705
1029.70	36.7610	99.5622	49.6523
1029.71	35.8867	95.0267	45.0780
1029.72	36.8531	85.5417	97.0836
1029.73	36.5628	80.3078	-5.0220
1029.74	36.6655	70.5155	-125.3406
1029.75	34.9626	55.6196	-59.5587
1029.76	39.2355	39.0568	126.7108
1029.77	46.6171	20.3345	-164.8315
1029.78	49.9499	3.9214	-43.0811
1029.79	46.9180	-11.6138	40.5591
1029.80	43.0081	-27.2644	-216.5387
1029.81	41.6072	-39.4210	55.7629
1029.82	36.3420	-49.3969	-80.1261
1029.83	29.5172	-55.8707	20.6406
1029.84	14.6792	-53.2259	-164.9152
1029.85	0.8034	-51.5319	175.0169
1029.86	-10.7767	-53.9087	-107.2228
1029.87	-20.2898	-58.5560	25.7229
1029.88	-31.1448	-59.6118	-9.2978
1029.89	-41.2327	-60.7202	-23.5066
1029.90	-57.6703	-56.7277	103.2776
1029.91	-68.0567	-51.0908	-27.1445
1029.92	-75.0416	-50.3422	24.4465
1029.93	-77.6514	-48.9543	36.1705
1029.94	-69.4579	-45.8608	82.4741
1029.95	-66.4031	-42.4470	-115.1421
1029.96	-62.0101	-32.7348	-5.1995
1029.97	-56.0962	-26.1255	-35.2991
1029.98	-43.2919	-15.8820	-176.5686
1029.99	-38.4147	-3.9143	61.4462
1030.00	-32.5202	7.0615	-32.1952
1030.01	-29.7149	19.6953	-151.9850
1030.02	-23.1280	24.9441	-78.6388
1030.03	-15.7581	36.7616	89.2308
1030.04	-4.7812	48.4588	-86.4613
1030.05	7.1053	49.5498	197.9519
1030.06	14.5621	55.6329	-1.6274
1030.07	17.8720	58.8428	-43.2327
1030.08	16.9423	67.4866	-102.0316
1030.09	13.6700	76.3941	-22.2606
1030.10	8.9129	83.9514	197.7734
1030.11	11.2606	93.1922	-40.0105
1030.12	11.9037	91.3601	102.4339
1030.13	10.7021	92.8108	-6.1888
1030.14	9.6173	90.1340	-108.3594
1030.15	8.3769	88.2843	52.9642
1030.16	7.8622	84.0091	193.1301
1030.17	11.4412	82.7389	311.2515
1030.18	13.2613	74.5607	-55.9665
1030.19	11.7862	56.1027	-27.3322
1030.20	5.4725	44.3281	-86.1957
1030.21	3.1711	32.5693	-74.9968
1030.22	7.8684	22.8077	67.6368
1030.23	9.8919	11.1198	-53.1926
1030.24	12.6170	2.6103	-166.1802
1030.25	16.2183	-5.1083	75.1731
1030.26	18.9733	-12.4718	61.0618
1030.27	15.9571	-22.2862	-13.2340
1030.28	19.4485	-26.7865	-29.7350
1030.29	21.9190	-29.8622	-48.4091
1030.30	21.1374	-31.0645	144.6339
1030.31	21.9863	-32.2164	-62.7453
1030.32	18.8241	-32.3432	-29.1327
1030.33	15.7671	-29.8470	107.7797
1030.34	11.7071	-26.6492	102.4437
1030.35	13.3261	-25.0369	39.7422
1030.36	21.7865	-24.4737	-13.7778
1030.37	26.7661	-23.4817	75.8916
1030.38	22.7084	-22.4518	60.7993
1030.39	17.9556	-21.5219	-17.1648
1030.40	13.5517	-20.6470	102.3376
1030.41	4.8883	-22.6846	-56.3790
1030.42	-3.7665	-23.4218	116.4919
1030.43	-10.8734	-23.9033	13.8666
1030.44	-15.6380	-23.8343	-107.0747
1030.45	-29.6996	-18.6174	68.6515
1030.46	-39.9298	-8.3226	85.2294
1030.47	-56.1184	2.2131	-145.7469
1030.48	-64.1087	10.7747	-96.7258
1030.49	-70.5431	9.9193	-106.1110
1030.50	-72.2658	14.1972	-67.4853
1030.51	-63.8920	13.0114	-1.2729
1030.52	-60.5276	12.5371	170.6030
1030.53	-55.3235	10.7274	-166.7388
1030.54	-50.7020	12.5733	-69.9896
1030.55	-40.7627	21.1421	137.2684
1030.56	-22.7374	26.0986	-5.2378
1030.57	-4.4651	30.1423	-16.5474
1030.58	10.6738	44.6789	72.4635
1030.59	20.3458	45.9623	-13.4532
1030.60	29.3030	48.5204	21.9447
1030.61	40.4916	53.2079	215.4647
1030.62	50.2649	54.7769	68.0197
1030.63	55.9540	53.5672	-49.9392
1030.64	59.3377	49.9351	128.1810
1030.65	62.2913	46.6326	124.8358
1030.66	64.2922	34.5462	-56.6946
1030.67	62.5763	25.8135	-99.4904
1030.68	63.0830	17.4428	22.2125
1030.69	63.6036	6.2699	-77.1240
1030.70	61.3788	-0.7765	37.0190
1030.71	53.9786	-6.5753	-15.7730
1030.72	48.7511	-18.7200	-43.4848
1030.73	43.0116	-30.1874	77.8598
1030.74	40.8785	-40.4855	-62.9153
1030.75	39.4066	-49.9879	-109.7703
1030.76	31.3898	-56.3529	-83.2019
1030.77	22.2641	-61.8972	-70.9795
1030.78	12.9555	-68.9643	118.7796
1030.79	0.6849	-68.2467	-203.6860
1030.80	-5.6178	-65.3082	15.5491
1030.81	-15.4491	-52.8001	106.5900
1030.82	-30.8963	-45.2568	-31.2608
1030.83	-45.3454	-38.5979	10.5103
1030.84	-60.5442	-21.4965	-27.3162
1030.85	-69.4976	-6.3601	-35.2144
1030.86	-79.1612	5.7858	66.8468
1030.87	-87.9729	19.2974	-21.0099
1030.88	-93.2462	33.1001	19.7870
1030.89	-90.7038	40.3174	-103.2376
1030.90	-91.6696	45.3522	203.3356
1030.91	-93.6869	49.7910	-78.1041
1030.92	-88.0230	46.1644	-2.6947
1030.93	-83.3915	44.4932	-45.6612
1030.94	-79.4585	36.7140	52.0059
1030.95	-68.8862	28.8756	-18.4058
1030.96	-61.9130	19.4541	-285.1841
1030.97	-50.7982	17.3388	20.2172
1030.98	-43.6681	8.3457	-189.5389
1030.99	-35.7505	3.2362	41.5496
1031.00	-30.2027	0.3312	-45.4062
1031.01	-17.3887	-3.3113	39.7065
1031.02	-2.5267	-5.8157	-30.7350
1031.03	13.4355	-7.8614	-126.4509
1031.04	33.2113	-11.6361	-46.9553
1031.05	44.3016	-20.9090	88.3522
1031.06	62.6332	-29.4588	-30.4793
1031.07	77.5739	-34.6476	33.6234
1031.08	88.3219	-39.8650	-106.6172
1031.09	92.8062	-40.2582	184.9859
1031.10	91.7491	-37.0984	-71.3979
1031.11	90.0763	-38.4754	-36.1713
1031.12	83.4008	-41.9616	-11.9908
1031.13	69.4086	-39.6206	18.8252
1031.14	52.7419	-35.7639	112.9568
1031.15	44.7399	-27.6403	-59.8332
1031.16	32.9390	-18.5215	15.8204
1031.17	20.2174	-9.4196	168.9787
1031.18	9.9390	-1.2760	37.8037
1031.19	-4.1053	5.3550	-22.8153
1031.20	-9.9966	17.6780	14.1970
1031.21	-17.8699	28.7608	45.9117
1031.22	-27.8227	42.5647	-98.4664
1031.23	-35.3127	49.2635	27.3411
1031.24	-38.5098	58.3385	-90.4577
1031.25	-41.2644	64.7616	-31.9097
1031.26	-48.3958	70.7591	-137.0586
1031.27	-50.3003	70.3532	106.0389
1031.28	-51.9895	70.2171	102.4021
1031.29	-46.7828	67.8585	84.5983
1031.30	-42.1818	63.2010	-6.7160
1031.31	-44.4354	62.3593	102.7215
1031.32	-47.4126	58.7738	-125.8126
1031.33	-44.4491	48.0638	-15.6929
1031.34	-45.0474	42.1716	3.3664
1031.35	-32.6721	37.8907	132.5430
1031.36	-19.5033	33.2619	30.7875
1031.37	-12.5749	23.8737	25.5441
1031.38	-4.4524	17.1197	-6.1647
1031.39	-0.8223	5.3068	-94.4294
1031.40	2.4764	-2.8044	49.8926
1031.41	16.0112	-8.9970	36.4254
1031.42	24.4773	-13.3112	58.4722
1031.43	25.8457	-15.7142	116.6438
1031.44	23.8980	-11.4511	-199.7148
1031.45	18.5206	-12.6501	10.0100
1031.46	16.0170	-12.6123	-11.4088
1031.47	13.4165	-6.5901	-188.1923
1031.48	11.9045	-2.8582	-87.9303
1031.49	8.5744	-0.9912	-67.8586
1031.50	5.5133	1.3819	-183.3883
1031.51	2.1023	2.1546	-22.3838
1031.52	-1.2488	-1.4109	187.9666
1031.53	-4.1669	-3.8143	-25.8658
1031.54	-10.2876	-9.9097	-238.2063
1031.55	-18.8654	-15.8594	6.4399
1031.56	-28.7257	-19.8171	74.3218
1031.57	-32.9694	-27.1855	-3.8509
1031.58	-39.5482	-39.3932	71.7423
1031.59	-49.1664	-48.8537	-140.2985
1031.60	-57.1080	-54.0103	59.1155
1031.61	-66.0546	-57.9501	20.6067
1031.62	-67.1398	-52.9730	-61.7838
1031.63	-68.4033	-43.4289	-8.6674
1031.64	-67.6850	-30.1253	3.0244
1031.65	-73.0652	-15.6933	37.3076
1031.66	-75.8388	2.3750	-98.5903
1031.67	-69.3272	12.0611	-70.9422
1031.68	-63.7731	17.4852	114.5694
1031.69	-58.9442	22.8247	-2.0871
1031.70	-45.1420	27.3205	1.9722
1031.71	-35.6001	31.7350	-6.7771
1031.72	-24.9817	36.9869	82.7244
1031.73	-16.3157	38.2664	86.4808
1031.74	-0.9751	40.9138	-181.7023
1031.75	20.4744	40.3501	15.7621
1031.76	36.4291	28.9668	-280.0770
1031.77	58.2698	15.7505	-37.5255
1031.78	73.0372	0.2697	-84.0134
1031.79	84.9695	-13.0661	73.1321
1031.80	97.6329	-30.1485	148.8559
1031.81	105.0249	-49.0011	26.0426
1031.82	105.1245	-68.5869	-75.4147
1031.83	107.9279	-83.2059	-118.9911
1031.84	106.6773	-94.4037	47.1860
1031.85	102.7316	-111.6877	-117.4631
1031.86	97.1811	-125.5384	51.1263
1031.87	88.4926	-134.9324	153.6335
1031.88	83.5784	-137.8411	-107.2947
1031.89	78.6237	-135.6560	21.9110
1031.90	67.1715	-128.6629	-115.0475
1031.91	52.5448	-116.2974	121.9013
1031.92	38.8238	-104.6553	-185.4081
1031.93	23.5734	-96.7142	-53.7654
1031.94	8.1328	-88.5695	-128.5177
1031.95	-2.4950	-84.0346	-83.8620
1031.96	-20.0231	-74.2741	83.3281
1031.97	-32.1375	-66.5335	49.2836
1031.98	-47.3811	-59.2755	41.0829
1031.99	-52.9021	-48.8547	-188.0495
1032.00	-56.5364	-44.5722	-133.2493
1032.01	-63.7701	-34.8995	-65.5403
1032.02	-68.4205	-22.6658	-42.9318
1032.03	-70.6739	-15.8164	-110.6603
1032.04	-72.2209	-5.5186	136.7187
1032.05	-71.0333	7.2101	50.6739
1032.06	-70.2895	15.9520	-149.8876
1032.07	-67.2217	30.7421	-141.8763
1032.08	-68.1566	41.4199	29.2804
1032.09	-69.8852	44.0811	88.8839
1032.10	-62.1187	46.3903	69.7742
1032.11	-59.7660	43.0777	-100.7596
1032.12	-54.2607	33.8589	-9.8886
1032.13	-44.9297	22.9113	-93.9701
1032.14	-38.7636	13.7602	116.0256
1032.15	-26.8802	8.3780	21.1007
1032.16	-18.8038	2.1573	-70.3850
1032.17	-6.3615	1.0108	237.0907
1032.18	9.7763	0.5558	-25.5703
1032.19	20.4483	0.5152	-9.1526
1032.20	33.7015	-6.7776	-100.4067
1032.21	48.0133	-18.2895	-4.2582
1032.22	57.7412	-30.7187	-92.0502
1032.23	70.4170	-38.8823	-106.5841
1032.24	77.4259	-45.9504	-71.2364
1032.25	80.2209	-50.7698	-114.1301
1032.26	82.6810	-53.0914	-15.5703
1032.27	88.1995	-57.3705	-35.5693
1032.28	101.6794	-58.4692	75.7370
1032.29	107.2952	-55.0930	-10.0373
1032.30	107.3353	-48.8031	-42.3981
1032.31	106.0332	-39.8115	-19.8473
1032.32	101.2192	-31.6190	-171.9360
1032.33	90.0853	-31.1339	-51.4151
1032.34	81.3731	-32.9984	-46.4802
1032.35	76.6928	-29.5369	42.2884
1032.36	71.3864	-17.1999	-90.9521
1032.37	64.4645	-9.4668	122.5615
1032.38	55.4403	2.7457	-102.6794
1032.39	47.8922	9.4182	-84.6416
1032.40	40.0059	12.3211	-88.9241
1032.41	35.2417	8.4671	-78.6325
1032.42	32.2511	8.8426	-4.8383
1032.43	26.8210	12.9678	-80.7005
1032.44	21.7144	13.7622	116.6827
1032.45	20.7077	21.1643	-128.3340
1032.46	14.6627	18.9695	-15.4385
1032.47	13.7937	17.7612	25.8045
1032.48	11.2096	19.2091	81.9354
1032.49	11.2387	23.9199	-114.8764
1032.50	3.9982	26.0971	-79.3854
1032.51	-3.8612	25.1674	-11.8911
1032.52	-13.7974	22.4722	-51.7847
1032.53	-19.6033	20.7616	-112.7797
1032.54	-21.6635	16.1449	36.5151
1032.55	-21.1712	14.6711	12.8851
1032.56	-22.5749	9.5791	-101.3430
1032.57	-24.1791	5.4678	-27.7066
1032.58	-26.7831	-1.6083	88.8129
1032.59	-30.5242	-8.0639	253.1847
1032.60	-35.9371	-19.0759	157.2505
1032.61	-33.6762	-25.9862	-46.6375
1032.62	-39.1624	-28.0678	-55.4916
1032.63	-39.5464	-31.9041	65.5821
1032.64	-46.4883	-30.1174	129.9860
1032.65	-53.0133	-34.6784	52.0207
1032.66	-43.8297	-31.9425	126.5200
1032.67	-34.1746	-28.9462	-11.2122
1032.68	-25.2709	-30.4424	137.5247
1032.69	-13.9064	-29.7812	-74.1613
1032.70	-3.9076	-34.5177	240.7412
1032.71	10.0643	-39.1530	-76.3229
1032.72	18.6439	-38.8608	124.2324
1032.73	28.6267	-44.2956	53.2592
1032.74	41.0363	-48.7370	116.5070
1032.75	48.8090	-53.2606	-77.4877
1032.76	51.3387	-55.5230	52.9021
1032.77	55.1548	-54.7394	177.5761
1032.78	59.0737	-50.9259	-61.0322
1032.79	54.2704	-43.3693	70.5929
1032.80	51.9273	-33.6929	-77.4176
1032.81	46.9905	-25.1228	25.2277
1032.82	41.0973	-11.6395	11.3237
1032.83	34.4805	-5.2769	103.5856
1032.84	32.0181	2.6744	1.2548
1032.85	31.6520	13.6347	-122.4748
1032.86	27.3836	24.3805	-9.7204
1032.87	10.4957	29.5199	59.0985
1032.88	-2.9452	36.6594	93.9956
1032.89	-13.0154	41.9746	114.9117
1032.90	-21.6457	53.5817	-7.1778
1032.91	-26.6416	64.6532	-108.8173
1032.92	-27.7884	66.9382	5.4081
1032.93	-30.3865	71.9758	-177.9847
1032.94	-29.2225	77.7262	6.2340
1032.95	-27.6070	77.1825	-204.6271
1032.96	-24.2803	71.7640	2.6167
1032.97	-19.4234	63.6959	-109.2626
1032.98	-11.8567	60.8999	-31.9117
1032.99	-9.9610	51.9684	41.6273
1033.00	-12.3092	41.4511	21.2755
1033.01	-18.6841	33.9909	126.2834
1033.02	-20.6647	29.4157	6.5095
1033.03	-22.0324	18.6483	194.7094
1033.04	-24.3349	1.3121	150.0696
1033.05	-29.7044	-13.1236	9.7182
1033.06	-41.1817	-26.7477	6.2264
1033.07	-49.0833	-42.0024	-40.1091
1033.08	-58.0789	-58.8588	-106.6334
